,Channel ID,Channel Name,Created,Description,Genre,Comment Count,Subscriber Count,Video Count,View Count,Popularity,Label
53,UCJZ7f6NQzGKZnFXzFW9y9UQ,SHAYTARDS,2008-10-01,If life's worth living then it's worth recording!!!,Vlog,512511,5038178,5038178,2735506755,2741057444,Popular
92,UC9gFih9rw0zNCK3ZtoKQQyA,JennaMarbles,2010-02-16,For Business Inquiries: http://jennamarblesblog.com/contact-me/ http://www.facebook.com/pages/Jenna-Mourey/311917224927 ...,Vlog,55238,18074832,18074832,2682973408,2701103478,Popular
22,UCtinbF-Q-fVthA0qrFQTgXQ,CaseyNeistat,2010-02-15,"Hi, I live in New York City and love YouTube. some FAQs Q. what'd i shoot that with A; BIG CAMERA; http://amzn.to/1MIJUGK WIDE LENS; ...",Vlog,650,9362337,9362337,2179788701,2189151688,Popular
25,UCmh5gdwCx6lN7gEC20leNVA,David Dobrik,2014-12-19,To see what I'm doing when I'm not vlogging add me on snapchat: @DavidDobrik Business: DavidDobrikBusiness@gmail.com.,Vlog,0,6603656,6603656,2143066061,2149669717,Popular
1,UC_hoQDD6zKcIqpIYLsFbBeA,Mo Vlogs,2013-09-22,Im 21 years old I live in Dubai. On my youtube Channel i am a vlogger. (Dubai youtuber) Business email : movlogsbusiness@gmail.com POSTAL ...,Vlog,0,5328960,5328960,1397467121,1402796081,Popular
29,UC-fouMSM9Zot3x8Hw2_Y5yw,Adam Saleh Vlogs,2012-07-28,SUBSCRIBE for Daily Videos! :) Booking Contact - info@AdamSalehworldwide.com.,Vlog,122,3976070,3976070,1094407948,1098384140,Popular
13,UCyjhyJoPHcQRxPLnWPjOecg,J House Vlogs,2014-08-15,"We are loving, learning, serving, and playing together with our 5 little kids: Isaac (9), Elise (7), Caleb (5), Laura (3), and our beautiful little baby girl. We love ...",Vlog,0,1314921,1314921,1005087738,1006402659,Popular
23,UCCCysu6ecuB4TFqzkyxLJaA,MattyBVlogs,2011-06-27,This is the Official VLOG Channel of MattyBRaps! Thank you for visiting and please SUBSCRIBE! BUSINESS/PRESS CONTACT: info@mattybllc.com ...,Vlog,1430,3391977,3391977,977026006,980419413,Popular
71,UCnEn0EUV13IR-_TK7fiIp3g,PointlessBlogVlogs,2010-03-12,,Vlog,230,4095788,4095788,944784538,948880556,Popular
54,UCK2ACorzpH-igxuHZ2ObCEA,itsJudysLife,2010-03-10,Benji and I are daily vloggers from Seattle. We've been vlogging every day since October of 2011 before we started our family! We have 3 beautiful daughters ...,Vlog,2786,1600623,1600623,852442347,854045756,0
35,UCGaVdbSav8xWuFWTadK6loA,vlogbrothers,2007-01-02,Raising nerdy to the power of awesome.,Vlog,5415,3122943,3122943,739998558,743126916,0
20,UCrUbqTCagwsaP2Fmr0p1TsA,MoreZoella,2012-09-04,Business Contact: http://bitly.com/contactzoella Day in the life videos Bloopers Extras & general life-ness.,Vlog,279,4891163,4891163,725712811,730604253,0
43,UCzE4rHZD7TdxGqfMzVT_p2w,ThatcherJoeVlogs,2013-01-13,"Welcome to my second channel! I'd love to share with you all what I get up to on my days off, so what better way to do that then start vlogging! Enjoy :D Follow ...",Vlog,87,3660023,3660023,595746440,599406550,0
114,UCiZJtnTQunvoY0xgv-Ce_rg,NTN Vlogs,2016-05-04,NTN Vlogs Liên Hệ tài trợ/ Quảng cáo: Mobile: 0985215521 Facebook N.T.N: https://www.fb.com/NTNNguyenThanhNam Mail: Monstertattoovn@gmail.com.,Vlog,0,3713479,3713479,592103008,595816487,0
111,UC0Z9Id3pirzJg7JVUmiyPPw,HotSpanish Vlogs,2016-06-01,Canal secundario de HotSpanish Sigueme en mis redes sociales: Snapchat - HotSpanishtv Instagram - Hotspanishtv Twitter - Hotspanishtv.,Vlog,0,2768182,2768182,512423240,515191422,0
75,UCFYs3KYHDPoZfwGv0A4sYGQ,Life of Tom,2011-09-25,"Welcome to my Channel! Im Tom, also known as Syndicate! I upload a new vlog every day at 6pm GMT (UK Time). This channel is a look into my life & all the ...",Vlog,9809,2573811,2573811,461177723,463761343,0
51,UCu5jfQcpRLm9xhmlSd5S8xw,Armin van Buuren,2006-01-10,"Welcome to my official YouTube channel. Here you can find all my tracks, music videos and every week a new VLOG and A State Of Trance episode!",Vlog,4342,2140423,2140423,445949571,448094336,0
93,UCudeRz9YntRrmKBSqnHyKGQ,ConnorFranta,2010-04-24,Hello there. My name is Connor. I create content ranging from lifestyle vlogs to comedy skits to inspiration films and upload it to this channel every Monday.,Vlog,1898,5593407,5593407,417816502,423411807,0
8,UCF1Q_zp3Eh3nuEHvMbdKkqg,AlishaMarieVlogs,2012-07-13,Hi I'm Alisha Marie and this vlog channel is a behind the scenes look into my life!!!,Vlog,16,2735681,2735681,401293392,404029089,0
72,UCMpOz2KEfkSdd5JeIJh_fxw,Shaaanxo,2009-01-18,"New video every Monday, Wednesday and Friday! :) Help me out by subscribing and enjoy all of my beauty and fashion related videos! If you want to see some ...",Vlog,2547,3153938,3153938,378377600,381534085,0
59,UCfRU6TVIzRaa_4gA8-_H7PA,TobyTurner,2006-05-14,"Audience! What are you doing on the about page of my secondary TobyTurner Lazy Vlog channel? Nobody reads those. Well, if you are... my main channel is ...",Vlog,21521,1900089,1900089,373413175,375334785,0
105,UC73Km9IHhumn8S6zJtG5RQA,Alex Wassabi,2010-11-26,"If you're not smiling, you're doing it wrong :)",Vlog,64,2725396,2725396,345193965,347919425,0
27,UCsl2vIAHvfb8r7ocg325GfQ,SuperwomanVlogs,2011-12-27,"Spent thousands of dollars on tuition, graduated and got a degree. I make YouTube videos now. I am also a happy unicorn that believes in one love. Join me on ...",Vlog,201,2473831,2473831,337830361,340304393,0
62,UCVrvnobbNGGMsS5n2mJwfOg,FunForLouis,2011-11-07,"My name is Louis Cole. I make a Daily Vlog of my life! I enjoy travelling the world with friends, having fun and inspiring others!",Vlog,211,2003884,2003884,288822896,290826991,0
101,UC1KsxDW7hhfeq5QQmFtInIw,julien solomita,2012-12-08,"I make videos documenting my life. I intensely enjoy creating an experience through my videos that draws from my own, while also playing with that dynamic and ...",Vlog,0,1478746,1478746,282177551,283656297,0
99,UCxjZe0qTFXh6jGm54LFWEDw,Aspyn and Parker,2011-01-22,"Hey guys! These vlogs are about our lives and the things we do. Subscribe and we hope you enjoy! Love, Aspyn and Parker.",Vlog,62,1716235,1716235,257308388,259024685,0
100,UCyQb1TTrfRzQZmEfsx770qw,Jon Olsson,2007-09-21,,Vlog,91,1134212,1134212,252035908,253170211,0
94,UCPNDZBSSUJ0d94jQjb1u6rQ,EnjoyVlogging,2012-08-18,"Marie, 23 ans, passionnée de voyages et de nouvelles aventures. ○ C O D E S  - P R O M O S : ⦁ CHAUFFEUR PRIVÉ : "" ENJOY "" 10€ sur vos deux première ...",Vlog,208,1478105,1478105,227353288,228831601,0
81,UCCHETeyWJzimrvgrKbcXDhw,Familia Carameluchi,2013-09-19,VLOGS DIARIOS | RETOS EN FAMILIA | VIDEOS DIVERTIDOS EN FAMILIA | FAMILIAS DIVERTIDAS | JUEGOS EN FAMILIA | VLOGS DIARIOS FAMILIARES ...,Vlog,0,930397,930397,222287806,223218203,0
95,UCfAEEhKikW1676DCa_0OWLA,Sprinkleofglitter,2010-01-18,"NEW VIDEOS EVERY MONDAY AND SOMETIMES A CHEEKY BONUS MIDWEEK. WOAH PONY, THAT'S EXCITING. Aloha! I love beauty, babies (particularly ...",Vlog,1644,2599292,2599292,211917967,214518903,0
109,UCshbzNZhSwE4G2qQNtXSyRQ,Wassabi VLOGS,2006-11-05,Hi! We do challenges and other shenanigans on this page! mKay bYe!,Vlog,1018,1322079,1322079,206906760,208229857,0
96,UCGiSY-wqHv35wFvivMKlJTA,Trisha Paytas,2014-06-12,the daily life of trish!!! follow me around...cause that's not creepy hehe xo.,Vlog,0,1115656,1115656,199898737,201014393,0
39,UCDDgfKQE3eaD1H08VHRAfig,PontiacMadeDDG VLOGS,2014-07-26,THE MOST LIT DAILY VLOG CHANNEL ON YOUTUBE!!!! SUBSCRIBE AND JOIN DDGSquad NOW! #WeLit !!,Vlog,0,1325510,1325510,179899727,181225237,0
18,UCt3PiR2F6agxWThsJCkvPWg,TimothyDeLaGhetto Vlogs,2006-10-02,,Vlog,9981,1127688,1127688,176589920,177727589,0
108,UCOBx8y7hTi0q7AGaZEqPKKg,Ruti Beauty&Vlogs,2015-03-17,"[VLOGS DIARIOS] Se parte de nuestra vida diaria aquí en Japón, somos una familia Mexico-Japonesa, una Mexicana casada con un Japonés con 2 hermosos ...",Vlog,0,704711,704711,169583744,170288455,0
5,UCPVc4QnmAK13FdJydoQiljg,The Gabbie Vlogs,2014-01-25,Watch my stories unfold in real time! ▷FOLLOW ME ON INSTAGRAM: @thegabbieshow http://instagram.com/thegabbieshow ▷FOLLOW ME ON TWITTER: ...,Vlog,0,1578205,1578205,164521128,166099333,0
106,UCfa352_VIp2AI7R9Euh0QfA,JVevermind,2011-11-19,Boring Vlog Uploading. Please Wait...,Vlog,839,1758349,1758349,162598334,164357522,0
4,UCLGe0PxyRFWmXVGJKq_gGvw,Fancy Vlogs By Gab,2015-07-20,,Vlog,0,1788658,1788658,158470599,160259257,0
19,UCrbSjN1_5U7hqFKRA0nvFXQ,Colleen Vlogs,2014-12-25,,Vlog,0,1345633,1345633,152535572,153881205,0
11,UCBhZjj4IOuuMRrCT-f_6_ug,Domo and Crissy Vlogs,2016-02-28,WELCOME TO OUR V L O G CHANNEL! IT'S DOMO AND CRISSSSSY ! WE BROUGHT A BABY BOY INTO THIS WORLD ON 3/14/17 AND WE WANNA SHARE ...,Vlog,0,1789334,1789334,144517644,146306978,0
97,UCn2MTOcWPppqn-hfh_qOF1Q,LaToya's Life,2010-01-27,"LaToya Forever presents LaToyasLife, a reality vlog-series. Welcome to the Official LaToyasLife Youtube channel! LaToyaForever™ is an online personality ...",Vlog,211,775935,775935,143750172,144526318,0
104,UCDod3BmyJaGN6uZaNg--rig,JennaMarblesVlog,2011-02-09,My vlogs go here...,Vlog,4477,1734183,1734183,138285210,140023870,0
0,UCYL9lSER7W0kMXbGCprMS0A,Vlogs By DK4L,2015-10-14,"Hello it's DK4L De'arra and Ken your favorite couple, We've created this daily vlog channel for all our #DK4L FANS that love to follow us. Well here's a better ...",Vlog,0,1751512,1751512,134508735,136260247,0
69,UCPkbc6JNM7O299DY3ZyXJLw,MocnyVlog,2012-04-13,"MocnyVlog by Szafa. Vlogi z wyjazdów, życia oraz o tematyce Fast Food. Aktualnie głównie ""daily vlogi"".",Vlog,36,243521,243521,129854399,130097956,0
74,UCAkP51BEzkKimJh7KDflx_g,Mr Ben Brown,2006-10-15,"Film maker & photographer from London, uploading daily vlogs which are sometimes late due to projects, travel & life! I do my best to make my vlogs the best ...",Vlog,45,717342,717342,127464839,128182226,0
45,UCHTa1-Yrmi8w2oy4Co1Jd2A,Connor Murphy Vlogs,2016-10-09,Vlogs and Extras.,Vlog,0,927716,927716,126993724,127921440,0
10,UCcseTnvS6CC-mkIcwKfi-1A,Tana Mongeau Vlogs,2016-01-02,"Hi I'm Tana Mongeau, I'm a struggling demonetized influencer, but I'm also a daily vlogger. Check out my daily vlogs, makeup tutorials, clothing hauls and other ...",Vlog,0,1318917,1318917,103891081,105209998,0
110,UC3DkFux8Iv-aYnTRWzwaiBA,Peter McKinnon,2010-02-16,"I teach things about photography and cinematography. Oh, I also VLOG. :) And drink coffee. Lots of coffee.",Vlog,0,1989135,1989135,102545809,104534944,0
90,UCkxgqm7W2kJ--jb3cB0CT8Q,FleurDeVlog,2011-01-09,The daily adventures of Fleur & Mike! For Business Enquiries: lucys@jamesgrant.co.uk For Press Releases & Messages from Viewers: fleurdeforce@gmail.com.,Vlog,941,564471,564471,103418183,103983595,0
24,UCIvGs1yGop7dDESN8r3f8Rg,Bach Vlogs,2011-06-18,Find out what @KingBach does EVERYDAY.,Vlog,1,1545872,1545872,100828819,102374692,0
89,UCo8wl3bJjAZGcP-XbaKJlbA,Gardner Quad Squad,2014-09-13,After struggling with infertility for 8 years we did IVF. We put in 2 eggs and both stuck and both split against all odds resulting in a 1 in 70 million chance of our ...,Vlog,0,363063,363063,93917065,94280128,0
80,UCe4Ff5bEjSFQAOCjgFWA7uA,Gilroy Vlogs,2014-01-06,"Together with my family, we make our lives public to you so we can make you smile, provide you entertainment, and show you how to love. Follow us on our ...",Vlog,0,607102,607102,89598720,90205822,0
102,UCdmGHoYdhb__gr8e-GKxaBQ,Caroline Vlog,2014-01-09,"Bienvenue dans mon univers! Chaîne de voyages, découvertes et bons plans tenue par Caroline. Ma boutique en ligne: https://www.ivylista.com/ Chaine mode ...",Vlog,0,607302,607302,89426602,90033904,0
44,UC-WN47gj27EoWYITQ4TwsBA,MarzBarVlogs,2012-05-17,HELLO! My Name is Alex Brooks or MarzBar and this is my Daily Vlogging Channel. Subscribe for new videos every day (6pm UK Time) where I share my daily ...,Vlog,0,466131,466131,88720579,89186710,0
84,UCzsPxrgq-aupKyqJsQ2uc4A,Slimmofication Vlogs,2012-12-23,Hey I'm Slim! Welcome to my daily vlogging channel! Email:Slimmofication@gmail.com Main Channel : http://www.youtube.com/user/SlimMofication.,Vlog,0,462975,462975,83070147,83533122,0
21,UC7FP6UyeIEiqvrvpw8nFRnw,Hodgetwins Vlogs,2012-07-06,Agent: Valentijn Sloot VSloot@gersh.com Management & Business Inquiries: hodgetwins@gmail.com.,Vlog,856,657283,657283,79679610,80337749,0
50,UCqtc118chzxCUJExjeWbeEA,Zennie62 Daily Vlog,2006-04-21,"Zennie62 Daily Vlog - Zennie Abraham welcomes you to Zennie62 Daily Vlog. Zennie62 Daily Vlog is the long-running (established 2006, YouTube Partner ...",Vlog,124,40365,40365,72852936,72893425,0
87,UCQhEDac92Rq99--VFsJkjrA,Tara Babcock Vlogs! (2nd Channel),2013-08-03,"Welcome to my second channel! I made this channel for non-gaming content, and I pretty much do whatever I feel like here, from philosophical content to sexy ...",Vlog,7,334714,334714,71100206,71434927,0
28,UCwuRC9oEYPRV_drofrS-4kg,Alex Mandel Vlog,2012-03-26,Hey I'm Alex and I like to think of myself as a majestic seahorse prancing through the depths of the Pacific. Come prance with me!,Vlog,2,481321,481321,70624728,71106051,0
107,UC_jx6UXvRPu5g_BsSLwlMGw,Los Vlogs de Dross,2015-04-08,Canal secundario del youtuber DrossRotzank Moderado por AuR.,Vlog,0,1594612,1594612,68277241,69871853,0
36,UCPRlGA2w7C_DVw-1ynolJYw,Shaaanxo Vlogs,2011-07-19,"Its Shannon here, from Shaaanxo! This is my vlog channel :)",Vlog,156,541759,541759,65299203,65841118,0
68,UC6Cty1HbVfuG8u-0z7nKBXg,Samika Vlogs,2009-12-11,"A family of FOUR spreading love daily through positive living. Oh, and sometimes we like to dance and celebrate even the littlest things in life; like getting out of ...",Vlog,0,192013,192013,52362008,52554021,0
103,UChl-lOZZY2vo_Zho6cfj0uQ,Everyday Estée,2013-05-13,Hello! You've stumbled across my lifestyle/vlog channel where I get up close and personal and let you into my world! If you haven't already seen my main ...,Vlog,23,361809,361809,51491013,51852845,0
113,UCUBuQif8Zupe4T0_KbS_pZw,Claudia Sulewski,2010-01-19,Claudia Sulewski Vlogs.,Vlog,1103,676550,676550,49540790,50218443,0
12,UC3evtGd5VPZgT-M7LslR_Lg,Tara Michelle Vlogs,2013-05-23,Hey everyone! This is a channel where I record my everyday life and share it with you guys! I hope you'll enjoy and maybe even find them entertaining hahah!,Vlog,0,325203,325203,44512915,44838118,0
112,UC2oGM-rxEOob46X6MvkquvA,SamanthaMariaVlogs,2010-01-28,This is my daily-life and ramblings channel! My main channel is 'Samantha Maria' but if you like things a bit more casual - this is the place for you!,Vlog,762,506421,506421,44050537,44557720,0
65,UCLixIM8ZIGs6DJFKzQxPYqQ,Snow Dogs Vlogs,2011-01-30,"What is it like having Siberian Huskies and living in Northern Michigan? It's camping, going out in the Jeep, trail riding, going to the lakes, and exploring the ...",Vlog,138,156806,156806,40985431,41142375,0
73,UCxW86A5XGWdQ-968E0FJMMA,MARINA IVANOVA VLOG,2012-08-15,,Vlog,131,66706,66706,33364064,33430901,0
16,UC0JkmlYoBhkwNP59t2Q1Frg,Kavari Vlogs,2013-06-05,,Vlog,1,321568,321568,30296344,30617913,0
2,UCmMKeHNK3W2UDGnYckZJ1zQ,The Life Of Us Vlogs,2017-04-05,"Welcome to The Life of Us! Our channel will include Vlogs, Story times, Pranks, Challenges & more! TURN OUR NOTIFICATIONS ON TO STAY UPDATED!",Vlog,0,487079,487079,30046262,30533341,0
91,UC25bz9vwCn8Wfhj1reE6OhQ,NGA Vlogs,2013-04-14,Đăng ký miễn phí: https://goo.gl/Guok66 ▻ FB Cá Nhân: https://www.facebook.com/hoanganhc ▻ Fanpage: https://www.facebook.com/TheOnePieceC/?fref=ts ...,Vlog,0,79006,79006,29694457,29773463,0
82,UCWWA4cTfnTiBPd273M-HtEw,Sempre Bom Saber,2012-12-17,"Canal dedicado a produzir vídeos de debates, curiosidades e entretenimento sobre o mundo dos animes e mangás. Para me enviar algo: Felipe Andrade ...",Vlog,9,249399,249399,28878081,29127489,0
17,UC5rjqsGd6hRL6wmeDM8TD9Q,Britpoplife Vlogs,2012-04-23,"Finally, A vlog channel, an opportunity to express myself a little bit more on the YT. you can watch my day to day life, ramblings and a little encouragement For ...",Vlog,157,360953,360953,28478796,28839906,0
55,UCq0pCdxfR4RRgMnne8JmIaw,PakShowbiz Vlog,2017-04-19,"PakShowbiz Vlog is All About Celebrities, Their Biography, Their Latest News, Bollywood reviews, Lollywood Reviews, Pakistan actress, hottest entertainment ...",Vlog,0,70894,70894,27805205,27876099,0
85,UCL1vh3zWuqy_HMVfoKb1Qcw,Linkin Simpson's vlogs,2010-07-06,"Всем привет, я Толян и снимаю видео-обзоры (чаще всего не натуральной и вредной) еды и напитков, так же веду...",Vlog,60,82977,82977,26748401,26831438,0
60,UCrkahiSmFd6w0fmdZ95K_wA,Trucker Josh VLOGS,2012-04-23,"Trucker, Youtube, and Creepy Neighbour. Traveling all Canada and USA creating DAILY VLOGS! Twitter: @truckerjosh456 Add me on Facebook: http://www.",Vlog,85,75404,75404,24621518,24697007,0
30,UCR0VLWitB2xM4q7tjkoJUPw,Vlog Creations,2016-11-29,"My values are unchanging in comedy, courage, and creativity. I'm adding consideration to my list of values. This channel allows me to express myself in ways ...",Vlog,0,221755,221755,18740075,18961830,0
77,UCfVv-jMd1OX3_RoM7BxzJdQ,Kayla Lashae Vlogs,2010-09-05,This is the life of Kayla Lashae.,Vlog,49,92876,92876,18806822,18899747,0
26,UCOXFVINC6GCo86LBy0NQCIg,Romee Strijd,2017-07-03,,Vlog,0,511787,511787,17800433,18312220,0
67,UCpAoDaXW7Q9-D-KuZl5OmLw,Stowed Stuff Daily Vlogs,2010-02-18,"Welcome to Stowed Stuff Daily Vlogs! We are Annie, Chris, Emily (12), Aidan (9), Owen (7), Andrew (4). We upload a new vlog everyday. We love dance ...",Vlog,1,24351,24351,18001806,18026158,0
70,UC5J78rr3mI8VAQ1jGrIlohw,Matt and Em Vlog,2014-03-07,"Welcome to Matt and Em Vlog! We have a family vlog where we post videos daily of our life adventures with our family! We have three boys, Carter (8) and Drake ...",Vlog,0,62176,62176,15687437,15749613,0
61,UCnaZE47rzGMTD6Xjzj3ty8A,Family Of Hope Vlogs,2013-09-19,"We are the MAINVILLES!! Ronnie (dad), Cayden, R.I.P. OUR SON Elijah (aka Drax Shadow) and MOM (aka Melody). I vlog our Lives daily as a Family Vloggers.",Vlog,0,47560,47560,15348824,15396384,0
37,UCJu32YspnuE7bck6Li-vyfQ,UIC Vlogs,2017-04-21,29 Year Old guy from Mumbai known as ' Ur IndianConsumer ' [UIC] shares his life on YouTube.,Vlog,0,142981,142981,14920540,15063521,0
76,UC3cQWF3e0qcIDEBzCzqp_SQ,TRAVEL VLOG IV,2013-12-01,Elke dag een video over reizen & lifestyle.,Vlog,0,86493,86493,14964334,15050827,0
14,UC-XXD_eJ1NUeWb1T4q92PoA,Taylor Girlz VLOGS,2017-09-14,,Vlog,0,319036,319036,14357497,14676533,0
78,UCgneYJoJkfJLUDDnDif-u_Q,DayByDay Vlogs,2014-11-19,We are a big Canadian family vlogging our lives day by day! Come join us in our adventures and our journey to owning our first horse! Watch us as we grow and ...,Vlog,0,34592,34592,11055621,11090213,0
38,UCJ3xy7rzDKtySZLrUVCQfjQ,Leesha Vlogs,2008-09-28,Hey! This is Leesha (xsparkage for the more known name) This will be my non makeup channel :),Vlog,829,74897,74897,10640750,10716476,0
42,UCcCLyk1Te4ioNycEoKdunbg,Karina Bear Vlogs,2015-07-02,,Vlog,0,901237,901237,8943107,9844344,0
98,UCI4kXahIsuJYCmrEkjFjAtA,ilie's vlogs,2014-10-17,Nu mă interesează să fiu cel mai bogat om din cimitir. Pentru mine contează mai mult să mă duc la culcare seara și să pot spune că am facut ceva minunat.,Vlog,0,1330059,1330059,8043171,9373230,0
9,UC8b8jeJgftvh6eDXxgddA-A,Laura Lee Vlogs,2015-04-01,This is my Second Channel! VLOG CHANNEL! My First Channel is my beauty channel: youtube.com/user/laura88lee Instagram: @larlarlee Tweet Me ...,Vlog,0,392481,392481,8945069,9337550,0
41,UC_ZIPf4ytrWMZMFjIk1BIBg,edbassmaster vlog,2005-10-31,Bass Fishing.,Vlog,1112,96385,96385,8584251,8681748,0
52,UCpKV3InanmihC8do0XRoBkQ,HalloweenHellmouth,2009-10-29,"A daily HALLOWEEN vlog of a ""Home Haunter"" finding Halloween in his everyday life, attempting to get a professional Haunted Attraction, and his everyday ...",Vlog,227,15149,15149,7592520,7607896,0
83,UCITPFZDd6zjwmXAM2blTGXw,Karine Vlog,2013-10-08,"Bienvenue sur ma seconde chaîne, qui est consacrée aux vlogs! Je me nomme Karine Pothier et j'ai 25 ans. - Je suis une Youtubeuse québécoise et une ...",Vlog,0,28016,28016,7512102,7540118,0
56,UCXraD85Dh_zvmkR4fwuOUpA,Sydney Trains Vlogs,2013-03-07,"Hello Everyone, My name is Phil and welcome to the world of Sydney Trains Vlogs. Im a train spotter based in Sydney, NSW, Australia. On this channel you will ...",Vlog,0,8528,8528,7395375,7403903,0
47,UCcNtltXOjp_NiFCXHeVOYcQ,Dina Tokio Vlogs,2017-11-12,"A channel sharing family life, fashion, beauty, being a mum and perhaps a little travelling.. Business and Collaborations: management@dinatorkia.com PO BOX ...",Vlog,0,100067,100067,3813971,3914038,0
66,UCoKGanMmrKj8RAqAwS5vRug,Landon Vlogs,2014-08-19,"This is my Daily Vlogging Channel !! Business Inquiries: landondtalks@gmail.com P.O BOX # 14015 2408 Lakeshore Blvd W. Etobicoke, On M8V4A2.",Vlog,0,49843,49843,3625832,3675675,0
79,UCoN-7O1EudN8GaZ_7gA-nWw,TLife Daily Vlogs,2014-01-19,"Welcome To TLife Daily Vlogs* Our family consists of Tyler (Dad), Jessica (Mom), Journey (Daughter), Talon (Son), & Jaspen (Baby Daughter). We have three ...",Vlog,0,21951,21951,3300661,3322612,0
15,UCRJOoaHq957oP2rkCSf9ASg,Candoos Family Vlogs,2010-07-21,"WELCOME To the life of the CANDOOS! We are a family of 7, trying to break through the struggles of Marriage, School, and having a crazy house full.",Vlog,0,17122,17122,3222200,3239322,0
34,UCYFy-kOuPb4Dh6qWo1lfvLQ,LeeLee & Gramz Vlogs,2015-10-28,"Everyday We Lit, So Hit that Subscribe button and join the Yungngang!!",Vlog,0,35037,35037,2738619,2773656,0
63,UCGXk-8MDe3uwD-fLCuZuyFA,Steves vlogs,2012-04-23,Join our family Vlogs. We are living in the UK. There's me Steve (35) my partner Rachael (32) my daughters Jasmine (15) Sophie (11) Lacey (8) Chloe (2) and ...,Vlog,3,5340,5340,2709156,2714499,0
31,UCBOd5KMWdkVPc70RWw5GmbA,MikeyBustosVLOGS,2015-12-20,"Hi guys, my name is Mikey Bustos, and I'm just a boy living in an epic world with a dream to change it! My bio is pretty random: In short, I am a professional ...",Vlog,0,50152,50152,2231053,2281205,0
33,UC_lWt_nOkuZnLCYc75woj0Q,Marcum's Vlog,2013-06-10,"Vlogger, 16 ani. Cică fac chestii faine. Abonează-te! Fă bani cu ajutorul youtube,apasă aici http://www.air.io/?page_id=1432&aff=702 ...",Vlog,1,30726,30726,1908297,1939024,0
49,UCXsCPmJi7RZFjpS-RmYgn_Q,Anil Geela vlogs,2017-05-18,"Vloger,teacher,anchor.... Hello friends i want to become good friend of u..... I will introduce our culture,our festivals,our tourism places, so Subscribe my ...",Vlog,0,33663,33663,1853306,1886969,0
88,UC9SbfTIqc4XfWNmfSEV8O4A,Leausa Vlogs,2013-09-07,G'day FAMILIA! So... Once upon a time.... We are the LEAUSA FAMILY :) Our Parents were Born and Raised in Samoa Met in Pago Pago (American Samoa) ...,Vlog,0,4169,4169,1263736,1267905,0
64,UC05YA--GNusacp_p_w9aL0g,Transport For NSW Vlogs,2014-06-29,"Hi, I'm Cameron What you will find on this channel is Trains, Buses, Ferries and Light Rail around New South Wales, Australia. I also have videos from Victoria ...",Vlog,0,2117,2117,1191976,1194093,0
6,UCnM1ay_QoQOpa1N2iejLA7A,Katie Betzing Vlogs,2016-04-18,Hey I'm Katie Betzing and this is a vlog channel of a behind the scenes look into my life.,Vlog,0,61414,61414,897626,959040,0
40,UCb54phO-MupyTaa-KGYjVbg,woahhvicky vlogs,2017-10-01,,Vlog,0,15635,15635,868375,884010,0
58,UC0DiZThoaByGjeHutpqoarA,Jamie Ped's Vlogs,2011-03-15,Its my Daily Video Diary Vlog thing :),Vlog,18,3783,3783,879919,883720,0
57,UC8A8m07o48cddU-ojO6BQKQ,Sarkazz Vlogs,2009-09-01,"Vlogger from Brooklyn, NY. I'm Sarkazz or you can call me Mrssarkazz. Vlogs uploaded every 2 to 3 days. I have a dog, his name is Sandy. Vlogs are just blogs ...",Vlog,987,4643,4643,709354,714984,0
32,UCTya3dclGw5pLOus1C5Gfyg,HoldOver Vlog,2016-03-27,"As my main channel evolved past the airgun community, I started to feel pressure to steer away from hard-core airgun subjects. I also felt that every video had to ...",Vlog,0,14003,14003,333993,347996,0
48,UCp3N13aCjNxD17wDTZmxwnA,Kaya Vlogs,2016-09-26,"Daily life, Travel, MukBang and.. some simple ASMR videos. :) 일상, 여행, 먹방, 자투리 ASMR 등을 자유롭게 올리고 있어요 ^^ 메인채널 : KayaASMR Check out ...",Vlog,0,6431,6431,302130,308561,0
46,UCSkmmnfLTBH7eOMFvevRvbQ,JONAS VLOG,2012-07-17,"Ich bins, uFoneTV! Hier präsentiere ich euch kleine Informationen, Vlogs oder anderen Kram... (Was eigentlich niemanden intressiert) =)",Vlog,8,100141,100141,0,100149,0
86,UCETlpmUQtuYu7-l1l2VUcGw,BARÁTOK Blog Vlog,2017-07-03,SZÓRAKOZTATUNK NEVETETTÜNK NE SÉRTŐDJ MEG A VIDEÓKBAN EL HANGZOTTAK MIATT HA TETSZIK AMIT CSINÁLUNK TARTS VELÜNK ÉS ...,Vlog,0,107,107,81353,81460,0
